TRADE ID,LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
2624,AUT,BOP,TOT,MLN_USD,Q,1995-Q2,-1995.465,
2625,AUT,BOP,TOT,MLN_USD,Q,1995-Q3,-1233.007,
2626,AUT,BOP,TOT,MLN_USD,Q,1995-Q4,-1979.158,
2627,AUT,BOP,TOT,MLN_USD,Q,1996-Q1,-1809.1,
2628,AUT,BOP,TOT,MLN_USD,Q,1996-Q2,-1840.776,
2629,AUT,BOP,TOT,MLN_USD,Q,1996-Q3,-1798.909,
2630,AUT,BOP,TOT,MLN_USD,Q,1996-Q4,-1296.422,
2631,AUT,BOP,TOT,MLN_USD,Q,1997-Q1,-1707.912,
2632,AUT,BOP,TOT,MLN_USD,Q,1997-Q2,-1369.919,
2633,AUT,BOP,TOT,MLN_USD,Q,1997-Q3,-1458.032,
2634,AUT,BOP,TOT,MLN_USD,Q,1997-Q4,-898.6458,
2635,AUT,BOP,TOT,MLN_USD,Q,1998-Q1,-1404.83,
2636,AUT,BOP,TOT,MLN_USD,Q,1998-Q2,-676.4738,
2637,AUT,BOP,TOT,MLN_USD,Q,1998-Q3,-1052.125,
2638,AUT,BOP,TOT,MLN_USD,Q,1998-Q4,-931.4623,
2639,AUT,BOP,TOT,MLN_USD,Q,1999-Q1,-1335.453,
2640,AUT,BOP,TOT,MLN_USD,Q,1999-Q2,-1203.115,
2641,AUT,BOP,TOT,MLN_USD,Q,1999-Q3,-1380.335,
2642,AUT,BOP,TOT,MLN_USD,Q,1999-Q4,-1000.015,
2643,AUT,BOP,TOT,MLN_USD,Q,2000-Q1,-578.5281,
2644,AUT,BOP,TOT,MLN_USD,Q,2000-Q2,-269.7057,
2645,AUT,BOP,TOT,MLN_USD,Q,2000-Q3,-218.6591,
2646,AUT,BOP,TOT,MLN_USD,Q,2000-Q4,-343.6598,
2647,AUT,BOP,TOT,MLN_USD,Q,2001-Q1,-1098.665,
2648,AUT,BOP,TOT,MLN_USD,Q,2001-Q2,-552.0003,
2649,AUT,BOP,TOT,MLN_USD,Q,2001-Q3,184.4317,
2650,AUT,BOP,TOT,MLN_USD,Q,2001-Q4,-124.8584,
2651,AUT,BOP,TOT,MLN_USD,Q,2002-Q1,1393.217,
2652,AUT,BOP,TOT,MLN_USD,Q,2002-Q2,645.1418,
2653,AUT,BOP,TOT,MLN_USD,Q,2002-Q3,1393.017,
2654,AUT,BOP,TOT,MLN_USD,Q,2002-Q4,1058.555,
2655,AUT,BOP,TOT,MLN_USD,Q,2003-Q1,1002.565,
2656,AUT,BOP,TOT,MLN_USD,Q,2003-Q2,952.2206,
2657,AUT,BOP,TOT,MLN_USD,Q,2003-Q3,947.9283,
2658,AUT,BOP,TOT,MLN_USD,Q,2003-Q4,1156.211,
2659,AUT,BOP,TOT,MLN_USD,Q,2004-Q1,1998.096,
2660,AUT,BOP,TOT,MLN_USD,Q,2004-Q2,2302.142,
2661,AUT,BOP,TOT,MLN_USD,Q,2004-Q3,1454.388,
2662,AUT,BOP,TOT,MLN_USD,Q,2004-Q4,430.2068,
2663,AUT,BOP,TOT,MLN_USD,Q,2005-Q1,2784.228,
2664,AUT,BOP,TOT,MLN_USD,Q,2005-Q2,1159.486,
2665,AUT,BOP,TOT,MLN_USD,Q,2005-Q3,1159.015,
2666,AUT,BOP,TOT,MLN_USD,Q,2005-Q4,2070.273,
2667,AUT,BOP,TOT,MLN_USD,Q,2006-Q1,2211.969,
2668,AUT,BOP,TOT,MLN_USD,Q,2006-Q2,2392.021,
2669,AUT,BOP,TOT,MLN_USD,Q,2006-Q3,2375.211,
2670,AUT,BOP,TOT,MLN_USD,Q,2006-Q4,4150.166,
2671,AUT,BOP,TOT,MLN_USD,Q,2007-Q1,3451.96,
2672,AUT,BOP,TOT,MLN_USD,Q,2007-Q2,4189.039,
2673,AUT,BOP,TOT,MLN_USD,Q,2007-Q3,3400.018,
2674,AUT,BOP,TOT,MLN_USD,Q,2007-Q4,3745.528,
2675,AUT,BOP,TOT,MLN_USD,Q,2008-Q1,7135.408,
2676,AUT,BOP,TOT,MLN_USD,Q,2008-Q2,4073.489,
2677,AUT,BOP,TOT,MLN_USD,Q,2008-Q3,5220.728,
2678,AUT,BOP,TOT,MLN_USD,Q,2008-Q4,3069.318,
2679,AUT,BOP,TOT,MLN_USD,Q,2009-Q1,2827.948,
2680,AUT,BOP,TOT,MLN_USD,Q,2009-Q2,2290.374,
2681,AUT,BOP,TOT,MLN_USD,Q,2009-Q3,2290.319,
2682,AUT,BOP,TOT,MLN_USD,Q,2009-Q4,2987.972,
2683,AUT,BOP,TOT,MLN_USD,Q,2010-Q1,3954.771,
2684,AUT,BOP,TOT,MLN_USD,Q,2010-Q2,2488.016,
2685,AUT,BOP,TOT,MLN_USD,Q,2010-Q3,2377.002,
2686,AUT,BOP,TOT,MLN_USD,Q,2010-Q4,2433.301,
2687,AUT,BOP,TOT,MLN_USD,Q,2011-Q1,1596.124,
2688,AUT,BOP,TOT,MLN_USD,Q,2011-Q2,1900.538,
2689,AUT,BOP,TOT,MLN_USD,Q,2011-Q3,254.8579,
2690,AUT,BOP,TOT,MLN_USD,Q,2011-Q4,3219.602,
2691,AUT,BOP,TOT,MLN_USD,Q,2012-Q1,779.312,
2692,AUT,BOP,TOT,MLN_USD,Q,2012-Q2,1696.168,
2693,AUT,BOP,TOT,MLN_USD,Q,2012-Q3,2391.212,
2694,AUT,BOP,TOT,MLN_USD,Q,2012-Q4,1163.01,
2695,AUT,BOP,TOT,MLN_USD,Q,2013-Q1,3285.366,
2696,AUT,BOP,TOT,MLN_USD,Q,2013-Q2,1873.837,
2697,AUT,BOP,TOT,MLN_USD,Q,2013-Q3,1591.619,
2698,AUT,BOP,TOT,MLN_USD,Q,2013-Q4,1585.39,
2699,AUT,BOP,TOT,MLN_USD,Q,2014-Q1,75.00658,
2700,AUT,BOP,TOT,MLN_USD,Q,2014-Q2,2299.81,
2701,AUT,BOP,TOT,MLN_USD,Q,2014-Q3,2517.253,
2702,AUT,BOP,TOT,MLN_USD,Q,2014-Q4,5754.519,
2703,AUT,BOP,TOT,MLN_USD,Q,2015-Q1,2171.705,
2704,AUT,BOP,TOT,MLN_USD,Q,2015-Q2,1909.692,
2705,AUT,BOP,TOT,MLN_USD,Q,2015-Q3,1361.015,
2706,AUT,BOP,TOT,MLN_USD,Q,2015-Q4,1159.917,
2707,AUT,BOP,TOT,MLN_USD,Q,2016-Q1,3649.782,
2708,AUT,BOP,TOT,MLN_USD,Q,2016-Q2,3014.212,
2709,AUT,BOP,TOT,MLN_USD,Q,2016-Q3,3060.491,
2710,AUT,BOP,TOT,MLN_USD,Q,2016-Q4,1096.32,
2711,AUT,BOP,TOT,MLN_USD,Q,2017-Q1,343.2656,
2712,AUT,BOP,TOT,MLN_USD,Q,2017-Q2,1284.688,
2713,AUT,BOP,TOT,MLN_USD,Q,2017-Q3,1661.383,
2714,AUT,BOP,TOT,MLN_USD,Q,2017-Q4,3345.518,
2715,AUT,BOP,TOT,MLN_USD,Q,2018-Q1,3454.087,
2716,AUT,BOP,TOT,MLN_USD,Q,2018-Q2,2652.188,
2717,AUT,BOP,TOT,MLN_USD,Q,2018-Q3,3267.41,
2718,AUT,BOP,TOT,MLN_USD,Q,2018-Q4,1298.573,
2719,AUT,BOP,TOT,MLN_USD,Q,2019-Q1,2084.46,
2720,AUT,BOP,TOT,MLN_USD,Q,2019-Q2,2208.57,
2721,AUT,BOP,TOT,PC_GDP,Q,1996-Q1,-3.017704,
2722,AUT,BOP,TOT,PC_GDP,Q,1996-Q2,-3.147081,
2723,AUT,BOP,TOT,PC_GDP,Q,1996-Q3,-3.009668,
2724,AUT,BOP,TOT,PC_GDP,Q,1996-Q4,-2.200207,
2725,AUT,BOP,TOT,PC_GDP,Q,1997-Q1,-3.116204,
2726,AUT,BOP,TOT,PC_GDP,Q,1997-Q2,-2.568935,
2727,AUT,BOP,TOT,PC_GDP,Q,1997-Q3,-2.837664,
2728,AUT,BOP,TOT,PC_GDP,Q,1997-Q4,-1.678946,
2729,AUT,BOP,TOT,PC_GDP,Q,1998-Q1,-2.692656,
2730,AUT,BOP,TOT,PC_GDP,Q,1998-Q2,-1.264033,
2731,AUT,BOP,TOT,PC_GDP,Q,1998-Q3,-1.925115,
2732,AUT,BOP,TOT,PC_GDP,Q,1998-Q4,-1.601113,
2733,AUT,BOP,TOT,PC_GDP,Q,1999-Q1,-2.374789,
2734,AUT,BOP,TOT,PC_GDP,Q,1999-Q2,-2.253578,
2735,AUT,BOP,TOT,PC_GDP,Q,1999-Q3,-2.574858,
2736,AUT,BOP,TOT,PC_GDP,Q,1999-Q4,-1.863455,
2737,AUT,BOP,TOT,PC_GDP,Q,2000-Q1,-1.115357,
2738,AUT,BOP,TOT,PC_GDP,Q,2000-Q2,-0.5426092,
2739,AUT,BOP,TOT,PC_GDP,Q,2000-Q3,-0.4506697,
2740,AUT,BOP,TOT,PC_GDP,Q,2000-Q4,-0.7248636,
2741,AUT,BOP,TOT,PC_GDP,Q,2001-Q1,-2.175054,
2742,AUT,BOP,TOT,PC_GDP,Q,2001-Q2,-1.149873,
2743,AUT,BOP,TOT,PC_GDP,Q,2001-Q3,0.3748951,
2744,AUT,BOP,TOT,PC_GDP,Q,2001-Q4,-0.2500855,
2745,AUT,BOP,TOT,PC_GDP,Q,2002-Q1,2.845459,
2746,AUT,BOP,TOT,PC_GDP,Q,2002-Q2,1.241143,
2747,AUT,BOP,TOT,PC_GDP,Q,2002-Q3,2.482119,
2748,AUT,BOP,TOT,PC_GDP,Q,2002-Q4,1.850177,
2749,AUT,BOP,TOT,PC_GDP,Q,2003-Q1,1.62505,
2750,AUT,BOP,TOT,PC_GDP,Q,2003-Q2,1.454268,
2751,AUT,BOP,TOT,PC_GDP,Q,2003-Q3,1.448669,
2752,AUT,BOP,TOT,PC_GDP,Q,2003-Q4,1.659183,
2753,AUT,BOP,TOT,PC_GDP,Q,2004-Q1,2.667728,
2754,AUT,BOP,TOT,PC_GDP,Q,2004-Q2,3.181009,
2755,AUT,BOP,TOT,PC_GDP,Q,2004-Q3,1.960327,
2756,AUT,BOP,TOT,PC_GDP,Q,2004-Q4,0.5436715,
2757,AUT,BOP,TOT,PC_GDP,Q,2005-Q1,3.407839,
2758,AUT,BOP,TOT,PC_GDP,Q,2005-Q2,1.457776,
2759,AUT,BOP,TOT,PC_GDP,Q,2005-Q3,1.491631,
2760,AUT,BOP,TOT,PC_GDP,Q,2005-Q4,2.696477,
2761,AUT,BOP,TOT,PC_GDP,Q,2006-Q1,2.798648,
2762,AUT,BOP,TOT,PC_GDP,Q,2006-Q2,2.86834,
2763,AUT,BOP,TOT,PC_GDP,Q,2006-Q3,2.76144,
2764,AUT,BOP,TOT,PC_GDP,Q,2006-Q4,4.685706,
2765,AUT,BOP,TOT,PC_GDP,Q,2007-Q1,3.782362,
2766,AUT,BOP,TOT,PC_GDP,Q,2007-Q2,4.408898,
2767,AUT,BOP,TOT,PC_GDP,Q,2007-Q3,3.466499,
2768,AUT,BOP,TOT,PC_GDP,Q,2007-Q4,3.561008,
2769,AUT,BOP,TOT,PC_GDP,Q,2008-Q1,6.439444,
2770,AUT,BOP,TOT,PC_GDP,Q,2008-Q2,3.553541,
2771,AUT,BOP,TOT,PC_GDP,Q,2008-Q3,4.76817,
2772,AUT,BOP,TOT,PC_GDP,Q,2008-Q4,3.218222,
2773,AUT,BOP,TOT,PC_GDP,Q,2009-Q1,3.022091,
2774,AUT,BOP,TOT,PC_GDP,Q,2009-Q2,2.360199,
2775,AUT,BOP,TOT,PC_GDP,Q,2009-Q3,2.23043,
2776,AUT,BOP,TOT,PC_GDP,Q,2009-Q4,2.774615,
2777,AUT,BOP,TOT,PC_GDP,Q,2010-Q1,3.946311,
2778,AUT,BOP,TOT,PC_GDP,Q,2010-Q2,2.668614,
2779,AUT,BOP,TOT,PC_GDP,Q,2010-Q3,2.466174,
2780,AUT,BOP,TOT,PC_GDP,Q,2010-Q4,2.377774,
2781,AUT,BOP,TOT,PC_GDP,Q,2011-Q1,1.518572,
2782,AUT,BOP,TOT,PC_GDP,Q,2011-Q2,1.706888,
2783,AUT,BOP,TOT,PC_GDP,Q,2011-Q3,0.2316428,
2784,AUT,BOP,TOT,PC_GDP,Q,2011-Q4,3.055954,
2785,AUT,BOP,TOT,PC_GDP,Q,2012-Q1,0.7516443,
2786,AUT,BOP,TOT,PC_GDP,Q,2012-Q2,1.670872,
2787,AUT,BOP,TOT,PC_GDP,Q,2012-Q3,2.394913,
2788,AUT,BOP,TOT,PC_GDP,Q,2012-Q4,1.111458,
2789,AUT,BOP,TOT,PC_GDP,Q,2013-Q1,3.10718,
2790,AUT,BOP,TOT,PC_GDP,Q,2013-Q2,1.776526,
2791,AUT,BOP,TOT,PC_GDP,Q,2013-Q3,1.478856,
2792,AUT,BOP,TOT,PC_GDP,Q,2013-Q4,1.426878,
2793,AUT,BOP,TOT,PC_GDP,Q,2014-Q1,0.0663736,
2794,AUT,BOP,TOT,PC_GDP,Q,2014-Q2,2.018889,
2795,AUT,BOP,TOT,PC_GDP,Q,2014-Q3,2.274514,
2796,AUT,BOP,TOT,PC_GDP,Q,2014-Q4,5.471417,
2797,AUT,BOP,TOT,PC_GDP,Q,2015-Q1,2.282537,
2798,AUT,BOP,TOT,PC_GDP,Q,2015-Q2,2.01228,
2799,AUT,BOP,TOT,PC_GDP,Q,2015-Q3,1.411877,
2800,AUT,BOP,TOT,PC_GDP,Q,2015-Q4,1.214824,
2801,AUT,BOP,TOT,PC_GDP,Q,2016-Q1,3.747165,
2802,AUT,BOP,TOT,PC_GDP,Q,2016-Q2,3.010073,
2803,AUT,BOP,TOT,PC_GDP,Q,2016-Q3,3.061232,
2804,AUT,BOP,TOT,PC_GDP,Q,2016-Q4,1.120658,
2805,AUT,BOP,TOT,PC_GDP,Q,2017-Q1,0.3534487,
2806,AUT,BOP,TOT,PC_GDP,Q,2017-Q2,1.265356,
2807,AUT,BOP,TOT,PC_GDP,Q,2017-Q3,1.514853,
2808,AUT,BOP,TOT,PC_GDP,Q,2017-Q4,3.019228,
2809,AUT,BOP,TOT,PC_GDP,Q,2018-Q1,2.949274,
2810,AUT,BOP,TOT,PC_GDP,Q,2018-Q2,2.320629,
2811,AUT,BOP,TOT,PC_GDP,Q,2018-Q3,2.899879,
2812,AUT,BOP,TOT,PC_GDP,Q,2018-Q4,1.162837,
2813,AUT,BOP,TOT,PC_GDP,Q,2019-Q1,1.857494,
2814,AUT,BOP,TOT,PC_GDP,Q,2019-Q2,1.979667,
2815,BEL,BOP,TOT,MLN_USD,Q,2003-Q1,1876.44,
2816,BEL,BOP,TOT,MLN_USD,Q,2003-Q2,3499.25,
2817,BEL,BOP,TOT,MLN_USD,Q,2003-Q3,2233.214,
2818,BEL,BOP,TOT,MLN_USD,Q,2003-Q4,3760.607,
2819,BEL,BOP,TOT,MLN_USD,Q,2004-Q1,3144.842,
2820,BEL,BOP,TOT,MLN_USD,Q,2004-Q2,2308.219,
2821,BEL,BOP,TOT,MLN_USD,Q,2004-Q3,2833.292,
2822,BEL,BOP,TOT,MLN_USD,Q,2004-Q4,3907.84,
2823,BEL,BOP,TOT,MLN_USD,Q,2005-Q1,2798.59,
2824,BEL,BOP,TOT,MLN_USD,Q,2005-Q2,3332.521,
2825,BEL,BOP,TOT,MLN_USD,Q,2005-Q3,1157.504,
2826,BEL,BOP,TOT,MLN_USD,Q,2005-Q4,901.2606,
2827,BEL,BOP,TOT,MLN_USD,Q,2006-Q1,1396.754,
2828,BEL,BOP,TOT,MLN_USD,Q,2006-Q2,647.5705,
2829,BEL,BOP,TOT,MLN_USD,Q,2006-Q3,2398.122,
2830,BEL,BOP,TOT,MLN_USD,Q,2006-Q4,3500.376,
2831,BEL,BOP,TOT,MLN_USD,Q,2007-Q1,4767.284,
2832,BEL,BOP,TOT,MLN_USD,Q,2007-Q2,3369.471,
2833,BEL,BOP,TOT,MLN_USD,Q,2007-Q3,1485.424,
2834,BEL,BOP,TOT,MLN_USD,Q,2007-Q4,-714.8565,
2835,BEL,BOP,TOT,MLN_USD,Q,2008-Q1,8900.514,
2836,BEL,BOP,TOT,MLN_USD,Q,2008-Q2,-2598.966,
2837,BEL,BOP,TOT,MLN_USD,Q,2008-Q3,-5570.572,
2838,BEL,BOP,TOT,MLN_USD,Q,2008-Q4,-5380.931,
2839,BEL,BOP,TOT,MLN_USD,Q,2009-Q1,-2759.585,
2840,BEL,BOP,TOT,MLN_USD,Q,2009-Q2,-1943.618,
2841,BEL,BOP,TOT,MLN_USD,Q,2009-Q3,-938.0416,
2842,BEL,BOP,TOT,MLN_USD,Q,2009-Q4,663.0688,
2843,BEL,BOP,TOT,MLN_USD,Q,2010-Q1,-211.8824,
2844,BEL,BOP,TOT,MLN_USD,Q,2010-Q2,2765.206,
2845,BEL,BOP,TOT,MLN_USD,Q,2010-Q3,4571.571,
2846,BEL,BOP,TOT,MLN_USD,Q,2010-Q4,1191.105,
2847,BEL,BOP,TOT,MLN_USD,Q,2011-Q1,-743.1454,
2848,BEL,BOP,TOT,MLN_USD,Q,2011-Q2,-1060.644,
2849,BEL,BOP,TOT,MLN_USD,Q,2011-Q3,-2159.173,
2850,BEL,BOP,TOT,MLN_USD,Q,2011-Q4,-1694.051,
2851,BEL,BOP,TOT,MLN_USD,Q,2012-Q1,970.5161,
2852,BEL,BOP,TOT,MLN_USD,Q,2012-Q2,1806.196,
2853,BEL,BOP,TOT,MLN_USD,Q,2012-Q3,-533.209,
2854,BEL,BOP,TOT,MLN_USD,Q,2012-Q4,-2502.747,
2855,BEL,BOP,TOT,MLN_USD,Q,2013-Q1,-2760.052,
2856,BEL,BOP,TOT,MLN_USD,Q,2013-Q2,-1957.567,
2857,BEL,BOP,TOT,MLN_USD,Q,2013-Q3,2231.11,
2858,BEL,BOP,TOT,MLN_USD,Q,2013-Q4,895.9977,
2859,BEL,BOP,TOT,MLN_USD,Q,2014-Q1,-821.6237,
2860,BEL,BOP,TOT,MLN_USD,Q,2014-Q2,-303.0218,
2861,BEL,BOP,TOT,MLN_USD,Q,2014-Q3,-3443.882,
2862,BEL,BOP,TOT,MLN_USD,Q,2014-Q4,-76.68749,
2863,BEL,BOP,TOT,MLN_USD,Q,2015-Q1,-4053.139,
2864,BEL,BOP,TOT,MLN_USD,Q,2015-Q2,-673.5235,
2865,BEL,BOP,TOT,MLN_USD,Q,2015-Q3,-53.3403,
2866,BEL,BOP,TOT,MLN_USD,Q,2015-Q4,62.79161,
2867,BEL,BOP,TOT,MLN_USD,Q,2016-Q1,3038.3,
2868,BEL,BOP,TOT,MLN_USD,Q,2016-Q2,1202.432,
2869,BEL,BOP,TOT,MLN_USD,Q,2016-Q3,-464.7596,
2870,BEL,BOP,TOT,MLN_USD,Q,2016-Q4,-1115.309,
2871,BEL,BOP,TOT,MLN_USD,Q,2017-Q1,2510.105,
2872,BEL,BOP,TOT,MLN_USD,Q,2017-Q2,1398.238,
2873,BEL,BOP,TOT,MLN_USD,Q,2017-Q3,1815.337,
2874,BEL,BOP,TOT,MLN_USD,Q,2017-Q4,351.2595,
2875,BEL,BOP,TOT,MLN_USD,Q,2018-Q1,704.7687,
2876,BEL,BOP,TOT,MLN_USD,Q,2018-Q2,-1600.341,
2877,BEL,BOP,TOT,MLN_USD,Q,2018-Q3,-2451.68,
2878,BEL,BOP,TOT,MLN_USD,Q,2018-Q4,-1943.715,
2879,BEL,BOP,TOT,MLN_USD,Q,2019-Q1,-1194.098,
2880,BEL,BOP,TOT,MLN_USD,Q,2019-Q2,-3071.495,
2881,BEL,BOP,TOT,PC_GDP,Q,2003-Q1,2.520878,
2882,BEL,BOP,TOT,PC_GDP,Q,2003-Q2,4.404158,
2883,BEL,BOP,TOT,PC_GDP,Q,2003-Q3,2.813313,
2884,BEL,BOP,TOT,PC_GDP,Q,2003-Q4,4.426936,
2885,BEL,BOP,TOT,PC_GDP,Q,2004-Q1,3.451284,
2886,BEL,BOP,TOT,PC_GDP,Q,2004-Q2,2.599941,
2887,BEL,BOP,TOT,PC_GDP,Q,2004-Q3,3.099259,
2888,BEL,BOP,TOT,PC_GDP,Q,2004-Q4,3.995894,
2889,BEL,BOP,TOT,PC_GDP,Q,2005-Q1,2.806576,
2890,BEL,BOP,TOT,PC_GDP,Q,2005-Q2,3.438365,
2891,BEL,BOP,TOT,PC_GDP,Q,2005-Q3,1.219799,
2892,BEL,BOP,TOT,PC_GDP,Q,2005-Q4,0.9576627,
2893,BEL,BOP,TOT,PC_GDP,Q,2006-Q1,1.450849,
2894,BEL,BOP,TOT,PC_GDP,Q,2006-Q2,0.6400707,
2895,BEL,BOP,TOT,PC_GDP,Q,2006-Q3,2.30444,
2896,BEL,BOP,TOT,PC_GDP,Q,2006-Q4,3.269996,
2897,BEL,BOP,TOT,PC_GDP,Q,2007-Q1,4.282445,
2898,BEL,BOP,TOT,PC_GDP,Q,2007-Q2,2.922698,
2899,BEL,BOP,TOT,PC_GDP,Q,2007-Q3,1.25308,
2900,BEL,BOP,TOT,PC_GDP,Q,2007-Q4,-0.5672306,
2901,BEL,BOP,TOT,PC_GDP,Q,2008-Q1,6.752492,
2902,BEL,BOP,TOT,PC_GDP,Q,2008-Q2,-1.877952,
2903,BEL,BOP,TOT,PC_GDP,Q,2008-Q3,-4.19439,
2904,BEL,BOP,TOT,PC_GDP,Q,2008-Q4,-4.731645,
2905,BEL,BOP,TOT,PC_GDP,Q,2009-Q1,-2.478852,
2906,BEL,BOP,TOT,PC_GDP,Q,2009-Q2,-1.666006,
2907,BEL,BOP,TOT,PC_GDP,Q,2009-Q3,-0.7507055,
2908,BEL,BOP,TOT,PC_GDP,Q,2009-Q4,0.5109187,
2909,BEL,BOP,TOT,PC_GDP,Q,2010-Q1,-0.1725566,
2910,BEL,BOP,TOT,PC_GDP,Q,2010-Q2,2.39992,
2911,BEL,BOP,TOT,PC_GDP,Q,2010-Q3,3.868069,
2912,BEL,BOP,TOT,PC_GDP,Q,2010-Q4,0.9509969,
2913,BEL,BOP,TOT,PC_GDP,Q,2011-Q1,-0.5833192,
2914,BEL,BOP,TOT,PC_GDP,Q,2011-Q2,-0.7865827,
2915,BEL,BOP,TOT,PC_GDP,Q,2011-Q3,-1.62337,
2916,BEL,BOP,TOT,PC_GDP,Q,2011-Q4,-1.324884,
2917,BEL,BOP,TOT,PC_GDP,Q,2012-Q1,0.7690081,
2918,BEL,BOP,TOT,PC_GDP,Q,2012-Q2,1.46189,
2919,BEL,BOP,TOT,PC_GDP,Q,2012-Q3,-0.4411099,
2920,BEL,BOP,TOT,PC_GDP,Q,2012-Q4,-1.988255,
2921,BEL,BOP,TOT,PC_GDP,Q,2013-Q1,-2.150169,
2922,BEL,BOP,TOT,PC_GDP,Q,2013-Q2,-1.527626,
2923,BEL,BOP,TOT,PC_GDP,Q,2013-Q3,1.713086,
2924,BEL,BOP,TOT,PC_GDP,Q,2013-Q4,0.6638927,
2925,BEL,BOP,TOT,PC_GDP,Q,2014-Q1,-0.6008136,
2926,BEL,BOP,TOT,PC_GDP,Q,2014-Q2,-0.2212509,
2927,BEL,BOP,TOT,PC_GDP,Q,2014-Q3,-2.565535,
2928,BEL,BOP,TOT,PC_GDP,Q,2014-Q4,-0.06021537,
2929,BEL,BOP,TOT,PC_GDP,Q,2015-Q1,-3.500005,
2930,BEL,BOP,TOT,PC_GDP,Q,2015-Q2,-0.5874286,
2931,BEL,BOP,TOT,PC_GDP,Q,2015-Q3,-0.04583671,
2932,BEL,BOP,TOT,PC_GDP,Q,2015-Q4,0.05439568,
2933,BEL,BOP,TOT,PC_GDP,Q,2016-Q1,2.619183,
2934,BEL,BOP,TOT,PC_GDP,Q,2016-Q2,0.9885409,
2935,BEL,BOP,TOT,PC_GDP,Q,2016-Q3,-0.3846109,
2936,BEL,BOP,TOT,PC_GDP,Q,2016-Q4,-0.9486578,
2937,BEL,BOP,TOT,PC_GDP,Q,2017-Q1,2.131118,
2938,BEL,BOP,TOT,PC_GDP,Q,2017-Q2,1.141441,
2939,BEL,BOP,TOT,PC_GDP,Q,2017-Q3,1.384794,
2940,BEL,BOP,TOT,PC_GDP,Q,2017-Q4,0.2643869,
2941,BEL,BOP,TOT,PC_GDP,Q,2018-Q1,0.5056614,
2942,BEL,BOP,TOT,PC_GDP,Q,2018-Q2,-1.172028,
2943,BEL,BOP,TOT,PC_GDP,Q,2018-Q3,-1.834674,
2944,BEL,BOP,TOT,PC_GDP,Q,2018-Q4,-1.457216,
2945,BEL,BOP,TOT,PC_GDP,Q,2019-Q1,-0.9000822,
2946,BEL,BOP,TOT,PC_GDP,Q,2019-Q2,-2.315448,
2947,CAN,BOP,TOT,MLN_USD,Q,1981-Q1,-3087.44,
2948,CAN,BOP,TOT,MLN_USD,Q,1981-Q2,-3550.452,
2949,CAN,BOP,TOT,MLN_USD,Q,1981-Q3,-3591.932,
2950,CAN,BOP,TOT,MLN_USD,Q,1981-Q4,-2605.285,
2951,CAN,BOP,TOT,MLN_USD,Q,1982-Q1,-353.1725,
2952,CAN,BOP,TOT,MLN_USD,Q,1982-Q2,302.1581,
2953,CAN,BOP,TOT,MLN_USD,Q,1982-Q3,1279.228,
2954,CAN,BOP,TOT,MLN_USD,Q,1982-Q4,273.7266,
2955,CAN,BOP,TOT,MLN_USD,Q,1983-Q1,-381.3529,
2956,CAN,BOP,TOT,MLN_USD,Q,1983-Q2,74.73433,
2957,CAN,BOP,TOT,MLN_USD,Q,1983-Q3,-1055.288,
2958,CAN,BOP,TOT,MLN_USD,Q,1983-Q4,-1496.945,
2959,CAN,BOP,TOT,MLN_USD,Q,1984-Q1,-1123.112,
2960,CAN,BOP,TOT,MLN_USD,Q,1984-Q2,-622.2774,
2961,CAN,BOP,TOT,MLN_USD,Q,1984-Q3,-304.4399,
2962,CAN,BOP,TOT,MLN_USD,Q,1984-Q4,381.3906,
2963,CAN,BOP,TOT,MLN_USD,Q,1985-Q1,-360.5494,
2964,CAN,BOP,TOT,MLN_USD,Q,1985-Q2,-1446.231,
2965,CAN,BOP,TOT,MLN_USD,Q,1985-Q3,-2209.93,
2966,CAN,BOP,TOT,MLN_USD,Q,1985-Q4,-2043.357,
2967,CAN,BOP,TOT,MLN_USD,Q,1986-Q1,-2949.104,
2968,CAN,BOP,TOT,MLN_USD,Q,1986-Q2,-2776.321,
2969,CAN,BOP,TOT,MLN_USD,Q,1986-Q3,-3104.284,
2970,CAN,BOP,TOT,MLN_USD,Q,1986-Q4,-2767.663,
2971,CAN,BOP,TOT,MLN_USD,Q,1987-Q1,-2624.407,
2972,CAN,BOP,TOT,MLN_USD,Q,1987-Q2,-3018.546,
2973,CAN,BOP,TOT,MLN_USD,Q,1987-Q3,-3480.292,
2974,CAN,BOP,TOT,MLN_USD,Q,1987-Q4,-4857.457,
2975,CAN,BOP,TOT,MLN_USD,Q,1988-Q1,-3790.378,
2976,CAN,BOP,TOT,MLN_USD,Q,1988-Q2,-3369.417,
2977,CAN,BOP,TOT,MLN_USD,Q,1988-Q3,-4730.321,
2978,CAN,BOP,TOT,MLN_USD,Q,1988-Q4,-3700.16,
2979,CAN,BOP,TOT,MLN_USD,Q,1989-Q1,-4374.148,
2980,CAN,BOP,TOT,MLN_USD,Q,1989-Q2,-6160.779,
2981,CAN,BOP,TOT,MLN_USD,Q,1989-Q3,-5686.494,
2982,CAN,BOP,TOT,MLN_USD,Q,1989-Q4,-6227.25,
2983,CAN,BOP,TOT,MLN_USD,Q,1990-Q1,-6256.574,
2984,CAN,BOP,TOT,MLN_USD,Q,1990-Q2,-4617.326,
2985,CAN,BOP,TOT,MLN_USD,Q,1990-Q3,-4415.707,
